,Anti-social behaviour,Bicycle theft,Burglary,Criminal damage and arson,Drugs,Location,Other crime,Other theft,Possession of weapons,Public order,Robbery,Shoplifting,Theft from the person,Time,Vehicle crime,Violence and sexual offences,Latitude,Longitude
976,3900.0,87,456.0,1194,334,Devon & Cornwall Police,166,1045,92,716,47.0,630,89,1527807600.0,406,4047,50.827132,-4.543901
977,2381.0,140,327.0,576,106,Dorset Police,43,568,38,362,30.0,362,47,1527807600.0,303,1938,50.771593,-1.896978
978,1680.0,53,342.0,823,122,Durham Constabulary,163,501,20,553,21.0,382,34,1527807600.0,248,2480,54.89599,-1.732115
979,1368.0,28,139.0,348,162,Dyfed-Powys Police,71,312,14,167,9.0,181,9,1527807600.0,113,1058,52.101675,-4.059557
980,4627.0,214,852.0,1318,287,Essex Police,320,1257,214,1153,129.0,917,130,1527807600.0,1131,4924,51.636915,0.407541
981,2032.0,76,297.0,348,73,Gloucestershire Constabulary,44,291,23,131,28.0,250,33,1527807600.0,338,957,51.908526,-2.088146
982,5567.0,448,2410.0,3045,458,Greater Manchester Police,783,2259,330,4329,572.0,1452,517,1527807600.0,2562,9654,53.619073,-2.423752
983,75.0,40,328.0,823,135,Gwent Police,142,440,18,775,42.0,317,32,1527807600.0,257,1525,51.802661,-3.210621
984,1476.0,371,891.0,1624,306,Hampshire Constabulary,186,1242,118,1481,90.0,982,101,1527807600.0,1058,5216,51.357251,-1.133567
985,2661.0,124,467.0,746,199,Hertfordshire Constabulary,162,719,54,610,61.0,664,123,1527807600.0,691,2282,51.776773,-0.008469
986,1480.0,169,685.0,1054,83,Humberside Police,200,792,44,662,90.0,832,45,1527807600.0,470,2929,54.103989,-0.201317
987,2813.0,187,932.0,1940,277,Kent Police,557,1596,135,2397,178.0,1129,85,1527807600.0,989,7971,51.18331,0.937911
988,5017.0,162,1130.0,1789,164,Lancashire Constabulary,238,1402,50,1528,85.0,806,178,1527807600.0,894,6163,53.770335,-2.474098
989,1655.0,216,606.0,871,174,Leicestershire Police,141,756,75,584,84.0,568,149,1527807600.0,620,2428,52.626506,-1.201724
990,1745.0,92,345.0,559,148,Lincolnshire Police,81,495,48,225,30.0,501,26,1527807600.0,235,1371,53.051902,0.084476
991,3161.0,159,783.0,1306,682,Merseyside Police,232,896,104,1292,116.0,733,165,1527807600.0,724,4223,53.486621,-2.875002
992,19248.0,1903,6099.0,4841,2475,Metropolitan Police Service,881,9208,596,4368,2886.0,3698,3668,1527807600.0,9047,20582,51.593835,0.145888
993,1354.0,122,287.0,584,196,Norfolk Constabulary,127,469,46,490,38.0,344,44,1527807600.0,200,2029,52.745153,0.946326
994,1367.0,43,300.0,612,110,North Wales Police,103,433,22,408,24.0,345,24,1527807600.0,169,2225,53.31958,-3.811975
995,2365.0,109,313.0,490,148,North Yorkshire Police,80,427,23,255,23.0,374,43,1527807600.0,218,1429,54.113705,-2.513759
996,2124.0,102,424.0,566,155,Northamptonshire Police,99,483,61,224,71.0,328,61,1527807600.0,575,1877,52.502162,-0.690547
997,5683.0,78,466.0,1396,504,Police Service of Northern Ireland,225,1165,92,105,59.0,572,44,1527807600.0,267,3253,54.59497,-5.922687
998,4623.0,190,744.0,1929,300,Northumbria Police,325,1527,124,2326,66.0,1260,173,1527807600.0,706,4674,54.967838,-1.754552
999,3020.0,215,724.0,1075,256,Nottinghamshire Police,207,915,78,664,97.0,887,102,1527807600.0,709,3171,53.145769,-1.268696
1000,3061.0,206,646.0,1146,364,South Wales Police,197,899,72,1166,60.0,880,99,1527807600.0,624,3450,51.637363,-3.648881
1001,4087.0,98,1071.0,1496,217,South Yorkshire Police,335,1286,123,1227,114.0,874,164,1527807600.0,960,4454,53.59872,-1.461068
1002,3620.0,118,477.0,974,141,Staffordshire Police,146,789,63,486,98.0,595,37,1527807600.0,472,3378,52.769868,-1.943961
1003,783.0,119,293.0,503,98,Suffolk Constabulary,68,419,47,485,38.0,341,47,1527807600.0,224,1868,52.160886,0.71043
1004,2295.0,114,445.0,850,234,Surrey Police,120,826,58,802,39.0,380,39,1527807600.0,533,1793,51.407868,-0.370967
1005,3408.0,216,572.0,1154,306,Sussex Police,153,1094,162,934,98.0,615,131,1527807600.0,648,3602,50.84423,-0.244128
1006,3431.0,551,864.0,1751,438,Thames Valley Police,276,1981,143,653,142.0,1359,248,1527807600.0,1298,5053,51.998128,-0.985426
1007,1364.0,66,285.0,428,70,Warwickshire Police,63,394,41,243,33.0,294,55,1527807600.0,328,1295,52.639577,-1.636309
1008,4327.0,119,595.0,856,188,West Mercia Police,135,805,74,387,45.0,636,90,1527807600.0,465,2913,52.432283,-2.10837
1009,4568.0,280,2214.0,2091,393,West Midlands Police,328,2119,207,1273,707.0,1490,280,1527807600.0,2738,6910,52.594185,-1.838265
1010,5035.0,303,1948.0,2677,508,West Yorkshire Police,619,2177,186,2536,252.0,1495,356,1527807600.0,1965,9049,53.944327,-1.886875
1011,1631.0,89,262.0,464,73,Wiltshire Police,55,425,34,299,44.0,378,43,1527807600.0,203,1377,51.634046,-1.720719
1012,3847.0,297,889.0,1330,231,Avon and Somerset Constabulary,162,1316,84,1857,136.0,856,118,1530399600.0,812,4852,51.415233,-2.497799
1013,2093.0,153,524.0,508,113,Bedfordshire Police,72,544,37,392,93.0,343,80,1530399600.0,610,1668,52.224664,-0.533857
1014,1652.0,514,422.0,665,92,Cambridgeshire Constabulary,119,705,46,405,83.0,414,76,1530399600.0,513,1876,52.228485,0.136532
1015,2481.0,138,328.0,716,134,Cheshire Constabulary,100,595,41,1022,29.0,506,88,1530399600.0,253,2366,53.335696,-2.028703
1016,140.0,83,19.0,12,30,City of London Police,10,126,3,46,7.0,75,63,1530399600.0,35,118,51.517577,-0.098062
1017,3273.0,117,414.0,743,102,Cleveland Police,128,652,30,403,51.0,735,39,1530399600.0,329,2091,54.71119,-1.235446
1018,955.0,23,173.0,486,74,Cumbria Constabulary,54,342,28,318,11.0,233,26,1530399600.0,72,1500,54.877725,-3.380599
1019,4059.0,125,534.0,740,208,Derbyshire Constabulary,116,685,67,220,54.0,456,106,1530399600.0,465,1876,53.099173,-1.376719
1020,4286.0,101,516.0,1313,325,Devon & Cornwall Police,186,1019,86,743,48.0,671,87,1530399600.0,418,4452,50.827132,-4.543901
1021,2489.0,173,375.0,595,122,Dorset Police,67,698,23,368,30.0,353,79,1530399600.0,311,2006,50.771593,-1.896978
1022,1760.0,54,361.0,882,105,Durham Constabulary,175,493,22,598,16.0,367,31,1530399600.0,236,2662,54.89599,-1.732115
1023,1419.0,18,141.0,375,131,Dyfed-Powys Police,74,302,20,166,9.0,191,12,1530399600.0,80,1086,52.101675,-4.059557
1024,4868.0,241,988.0,1409,266,Essex Police,301,1275,178,1316,140.0,884,123,1530399600.0,1188,5536,51.636915,0.407541
1025,2319.0,147,289.0,439,74,Gloucestershire Constabulary,53,413,32,176,37.0,274,41,1530399600.0,300,1123,51.908526,-2.088146
1026,5416.0,455,2458.0,3070,417,Greater Manchester Police,727,2290,347,4498,612.0,1459,618,1530399600.0,2556,10410,53.619073,-2.423752
1027,1318.0,41,275.0,1062,120,Gwent Police,138,481,26,907,23.0,292,34,1530399600.0,256,1665,51.802661,-3.210621
1028,1471.0,406,996.0,1599,250,Hampshire Constabulary,232,1197,149,1558,97.0,1069,119,1530399600.0,989,5833,51.357251,-1.133567
1029,2872.0,163,489.0,811,222,Hertfordshire Constabulary,191,805,59,653,74.0,722,102,1530399600.0,660,2562,51.776773,-0.008469
1030,1451.0,185,661.0,1029,90,Humberside Police,167,756,45,757,79.0,870,65,1530399600.0,417,3028,54.103989,-0.201317
1031,3260.0,152,927.0,1936,226,Kent Police,553,1559,109,2235,180.0,1075,65,1530399600.0,1043,8286,51.18331,0.937911
1032,5159.0,177,1043.0,1880,201,Lancashire Constabulary,252,1613,78,1602,92.0,804,221,1530399600.0,752,6845,53.770335,-2.474098
1033,1664.0,190,640.0,953,166,Leicestershire Police,125,703,70,613,72.0,461,120,1530399600.0,620,2511,52.626506,-1.201724
1034,1963.0,122,328.0,545,171,Lincolnshire Police,100,486,60,203,28.0,470,32,1530399600.0,307,1522,53.051902,0.084476
1035,3290.0,193,879.0,1284,591,Merseyside Police,246,990,89,1256,104.0,688,177,1530399600.0,715,4427,53.486621,-2.875002
1036,21197.0,2294,6321.0,5028,2416,Metropolitan Police Service,909,10411,597,4956,2956.0,3547,3750,1530399600.0,9102,22193,51.593835,0.145888
1037,1539.0,129,328.0,679,167,Norfolk Constabulary,116,567,57,550,48.0,324,55,1530399600.0,218,2114,52.745153,0.946326
1038,1516.0,56,322.0,706,121,North Wales Police,78,464,27,449,13.0,364,19,1530399600.0,176,2288,53.31958,-3.811975
1039,2670.0,128,341.0,498,122,North Yorkshire Police,45,451,27,199,22.0,389,67,1530399600.0,186,1550,54.113705,-2.513759
1040,2193.0,121,499.0,647,143,Northamptonshire Police,107,498,51,242,74.0,358,60,1530399600.0,679,2130,52.502162,-0.690547
1041,5855.0,69,535.0,1578,553,Police Service of Northern Ireland,204,1137,77,90,38.0,473,40,1530399600.0,254,3214,54.59497,-5.922687
1042,4910.0,207,791.0,2085,273,Northumbria Police,370,1548,128,2415,68.0,1266,176,1530399600.0,661,5138,54.967838,-1.754552
1043,3458.0,215,604.0,1093,272,Nottinghamshire Police,238,1069,69,748,108.0,944,161,1530399600.0,709,3578,53.145769,-1.268696
1044,3428.0,273,609.0,1161,377,South Wales Police,209,1009,74,1340,50.0,963,101,1530399600.0,623,3801,51.637363,-3.648881
1045,4001.0,110,1085.0,1475,190,South Yorkshire Police,400,1346,143,1380,147.0,947,180,1530399600.0,947,4766,53.59872,-1.461068
1046,3971.0,138,527.0,1031,168,Staffordshire Police,165,841,60,439,88.0,606,49,1530399600.0,476,3260,52.769868,-1.943961
1047,917.0,131,364.0,571,116,Suffolk Constabulary,133,485,37,544,42.0,325,55,1530399600.0,185,2070,52.160886,0.71043
1048,2626.0,126,612.0,854,220,Surrey Police,195,874,71,681,34.0,436,62,1530399600.0,639,1912,51.407868,-0.370967
1049,3812.0,234,497.0,1128,215,Sussex Police,173,1150,152,952,94.0,592,138,1530399600.0,620,3798,50.84423,-0.244128
1050,2957.0,629,928.0,1781,410,Thames Valley Police,260,1936,151,760,152.0,1141,272,1530399600.0,1467,5557,51.998128,-0.985426
1051,1548.0,75,285.0,441,83,Warwickshire Police,76,375,33,227,32.0,332,39,1530399600.0,355,1378,52.639577,-1.636309
1052,4787.0,111,592.0,921,167,West Mercia Police,144,886,73,430,61.0,649,106,1530399600.0,456,3294,52.432283,-2.10837
1053,4723.0,282,2404.0,2260,316,West Midlands Police,304,2268,232,1449,704.0,1446,263,1530399600.0,2929,7360,52.594185,-1.838265
1054,5442.0,303,2029.0,2716,525,West Yorkshire Police,667,2242,226,3043,327.0,1485,317,1530399600.0,1955,10358,53.944327,-1.886875
1055,1743.0,102,269.0,503,84,Wiltshire Police,70,408,32,295,19.0,405,45,1530399600.0,221,1453,51.634046,-1.720719
1056,3499.0,384,867.0,1290,185,Avon and Somerset Constabulary,197,1224,87,1570,145.0,869,87,1533078000.0,807,4124,51.415233,-2.497799
1057,1891.0,147,536.0,540,77,Bedfordshire Police,97,503,33,338,73.0,384,77,1533078000.0,828,1402,52.224664,-0.533857
1058,1443.0,340,533.0,653,132,Cambridgeshire Constabulary,143,649,51,393,81.0,441,85,1533078000.0,559,1674,52.228485,0.136532
1059,2465.0,115,254.0,610,182,Cheshire Constabulary,109,502,38,845,19.0,514,51,1533078000.0,209,1813,53.335696,-2.028703
1060,118.0,40,42.0,16,36,City of London Police,11,124,6,35,5.0,85,67,1533078000.0,25,105,51.517577,-0.098062
1061,3276.0,111,506.0,812,104,Cleveland Police,121,487,35,356,42.0,749,38,1533078000.0,341,1877,54.71119,-1.235446
1062,792.0,38,144.0,487,99,Cumbria Constabulary,37,272,25,276,8.0,279,22,1533078000.0,74,1166,54.877725,-3.380599
1063,3656.0,116,474.0,644,187,Derbyshire Constabulary,90,598,54,185,38.0,519,81,1533078000.0,418,1509,53.099173,-1.376719
1064,4127.0,84,513.0,1287,336,Devon & Cornwall Police,177,1025,77,673,49.0,646,82,1533078000.0,483,3813,50.827132,-4.543901
1065,2472.0,174,408.0,583,121,Dorset Police,55,683,24,313,38.0,337,54,1533078000.0,363,1828,50.771593,-1.896978
1066,1678.0,41,344.0,774,132,Durham Constabulary,173,450,27,438,17.0,409,26,1533078000.0,229,2159,54.89599,-1.732115
1067,1263.0,28,172.0,374,144,Dyfed-Powys Police,58,307,21,180,7.0,189,10,1533078000.0,90,1012,52.101675,-4.059557
1068,4282.0,226,1065.0,1316,277,Essex Police,272,1254,171,1073,140.0,942,120,1533078000.0,1301,4899,51.636915,0.407541
1069,1948.0,112,370.0,404,74,Gloucestershire Constabulary,27,389,29,123,29.0,283,35,1533078000.0,323,911,51.908526,-2.088146
1070,5205.0,417,2476.0,2881,399,Greater Manchester Police,638,2299,301,3729,627.0,1417,536,1533078000.0,2544,8715,53.619073,-2.423752
1071,1046.0,43,276.0,780,132,Gwent Police,128,434,19,786,25.0,300,30,1533078000.0,287,1491,51.802661,-3.210621
1072,1276.0,428,822.0,1462,324,Hampshire Constabulary,167,1234,100,1330,112.0,1065,118,1533078000.0,948,4804,51.357251,-1.133567
1073,2472.0,181,544.0,803,265,Hertfordshire Constabulary,150,780,70,541,68.0,720,90,1533078000.0,803,2296,51.776773,-0.008469
1074,1805.0,180,682.0,1078,91,Humberside Police,198,743,35,781,71.0,834,47,1533078000.0,412,3044,54.103989,-0.201317
1075,3271.0,186,968.0,2053,280,Kent Police,528,1668,135,2292,168.0,1119,76,1533078000.0,1026,8535,51.18331,0.937911
1076,4406.0,181,1216.0,1706,157,Lancashire Constabulary,206,1609,56,1576,95.0,841,186,1533078000.0,902,6098,53.770335,-2.474098
1077,1362.0,167,680.0,893,199,Leicestershire Police,149,739,73,620,96.0,538,160,1533078000.0,740,2384,52.626506,-1.201724
1078,1850.0,135,399.0,544,183,Lincolnshire Police,84,502,43,235,39.0,500,36,1533078000.0,254,1520,53.051902,0.084476
1079,2969.0,194,836.0,1365,679,Merseyside Police,245,916,103,1137,118.0,789,185,1533078000.0,826,4081,53.486621,-2.875002
1080,19881.0,2093,6519.0,4584,3135,Metropolitan Police Service,860,9738,533,3952,2532.0,3596,3317,1533078000.0,9260,18864,51.593835,0.145888
1081,1413.0,120,295.0,593,190,Norfolk Constabulary,123,524,58,520,45.0,359,41,1533078000.0,246,2150,52.745153,0.946326
1082,1337.0,71,322.0,640,95,North Wales Police,97,457,25,380,22.0,354,17,1533078000.0,182,2106,53.31958,-3.811975
1083,2613.0,138,365.0,578,146,North Yorkshire Police,66,439,23,239,16.0,395,43,1533078000.0,225,1416,54.113705,-2.513759
1084,1975.0,90,464.0,569,165,Northamptonshire Police,74,532,51,229,68.0,346,44,1533078000.0,677,1789,52.502162,-0.690547
1085,4764.0,106,484.0,1415,603,Police Service of Northern Ireland,241,1114,93,91,50.0,475,57,1533078000.0,274,3119,54.59497,-5.922687
1086,4443.0,202,834.0,1841,308,Northumbria Police,292,1455,109,2112,81.0,1106,172,1533078000.0,725,4549,54.967838,-1.754552
1087,2955.0,187,591.0,1047,287,Nottinghamshire Police,209,1009,108,650,122.0,1027,100,1533078000.0,743,2954,53.145769,-1.268696
1088,2843.0,186,725.0,1127,359,South Wales Police,194,936,62,1061,45.0,1032,107,1533078000.0,709,3464,51.637363,-3.648881
1089,3619.0,105,1224.0,1594,208,South Yorkshire Police,337,1303,118,1248,180.0,999,154,1533078000.0,1015,4376,53.59872,-1.461068
1090,3585.0,121,501.0,977,128,Staffordshire Police,168,875,77,329,78.0,647,48,1533078000.0,467,2909,52.769868,-1.943961
1091,851.0,119,333.0,619,96,Suffolk Constabulary,87,469,31,506,50.0,388,78,1533078000.0,304,2026,52.160886,0.71043
1092,2239.0,118,455.0,834,243,Surrey Police,139,809,45,624,38.0,387,48,1533078000.0,491,1796,51.407868,-0.370967
1093,3547.0,220,610.0,1152,364,Sussex Police,221,1116,111,894,81.0,650,126,1533078000.0,754,3541,50.84423,-0.244128
1094,2534.0,561,1044.0,1622,486,Thames Valley Police,255,1964,152,625,154.0,1119,301,1533078000.0,1617,4579,51.998128,-0.985426
1095,1435.0,77,403.0,438,85,Warwickshire Police,37,367,32,235,38.0,284,55,1533078000.0,417,1195,52.639577,-1.636309
1096,4210.0,88,620.0,867,148,West Mercia Police,108,828,61,396,50.0,625,80,1533078000.0,445,2814,52.432283,-2.10837
1097,3906.0,331,2562.0,2064,314,West Midlands Police,242,2227,193,1196,639.0,1622,248,1533078000.0,3038,6269,52.594185,-1.838265
1098,5228.0,282,2154.0,2650,581,West Yorkshire Police,601,2341,215,2585,324.0,1591,375,1533078000.0,2192,9121,53.944327,-1.886875
1099,1637.0,104,296.0,467,84,Wiltshire Police,62,428,29,232,23.0,372,24,1533078000.0,236,1290,51.634046,-1.720719
1100,3037.0,365,852.0,1325,197,Avon and Somerset Constabulary,173,1147,73,1506,132.0,870,113,1535756400.0,941,4070,51.415233,-2.497799
1101,1546.0,123,552.0,473,128,Bedfordshire Police,127,441,57,301,76.0,338,69,1535756400.0,749,1386,52.224664,-0.533857
1102,1241.0,387,451.0,674,98,Cambridgeshire Constabulary,129,598,39,384,64.0,406,80,1535756400.0,480,1632,52.228485,0.136532
1103,1976.0,121,295.0,594,108,Cheshire Constabulary,99,526,25,928,31.0,462,36,1535756400.0,248,2012,53.335696,-2.028703
1104,87.0,60,8.0,23,53,City of London Police,9,134,7,31,18.0,68,52,1535756400.0,14,99,51.517577,-0.098062
1105,2842.0,95,457.0,748,117,Cleveland Police,123,459,31,337,59.0,649,60,1535756400.0,299,2140,54.71119,-1.235446
1106,734.0,40,193.0,446,88,Cumbria Constabulary,61,260,19,280,11.0,235,15,1535756400.0,95,1273,54.877725,-3.380599
1107,3040.0,92,503.0,641,190,Derbyshire Constabulary,119,624,57,232,60.0,453,45,1535756400.0,475,1680,53.099173,-1.376719
1108,3286.0,94,479.0,1168,319,Devon & Cornwall Police,212,948,73,590,61.0,680,72,1535756400.0,565,3661,50.827132,-4.543901
1109,2181.0,172,394.0,527,123,Dorset Police,57,529,31,265,33.0,291,32,1535756400.0,351,1836,50.771593,-1.896978
1110,1349.0,47,328.0,835,109,Durham Constabulary,155,419,29,427,21.0,422,24,1535756400.0,296,2140,54.89599,-1.732115
1111,1009.0,17,131.0,331,139,Dyfed-Powys Police,59,267,14,131,6.0,185,12,1535756400.0,88,996,52.101675,-4.059557
1112,3642.0,235,986.0,1212,298,Essex Police,277,1097,140,1110,155.0,837,120,1535756400.0,1366,5030,51.636915,0.407541
1113,1561.0,106,319.0,346,96,Gloucestershire Constabulary,54,314,16,129,23.0,279,37,1535756400.0,261,915,51.908526,-2.088146
1114,4814.0,339,2450.0,2700,437,Greater Manchester Police,625,2123,288,3569,634.0,1329,476,1535756400.0,2596,8576,53.619073,-2.423752
1115,881.0,29,317.0,742,160,Gwent Police,121,407,20,636,30.0,286,28,1535756400.0,222,1434,51.802661,-3.210621
1116,1161.0,311,892.0,1488,286,Hampshire Constabulary,190,1095,152,1292,111.0,1036,104,1535756400.0,865,4709,51.357251,-1.133567
1117,1979.0,171,473.0,779,244,Hertfordshire Constabulary,141,674,71,506,73.0,754,107,1535756400.0,849,2257,51.776773,-0.008469
1118,1329.0,198,578.0,975,91,Humberside Police,158,622,36,770,64.0,732,44,1535756400.0,455,2955,54.103989,-0.201317
1119,2616.0,181,1018.0,1907,228,Kent Police,457,1521,88,1749,155.0,1044,84,1535756400.0,1058,7660,51.18331,0.937911
1120,3852.0,167,1212.0,1673,179,Lancashire Constabulary,260,1503,74,1373,151.0,714,211,1535756400.0,844,5868,53.770335,-2.474098
1121,1091.0,202,723.0,834,169,Leicestershire Police,173,682,75,580,99.0,576,114,1535756400.0,836,2317,52.626506,-1.201724
1122,1365.0,91,347.0,519,173,Lincolnshire Police,96,495,58,300,27.0,425,24,1535756400.0,224,1756,53.051902,0.084476
1123,2633.0,177,834.0,1236,775,Merseyside Police,191,842,78,1121,104.0,674,171,1535756400.0,844,3839,53.486621,-2.875002
1124,17755.0,2200,6108.0,4471,2779,Metropolitan Police Service,902,9701,533,4033,2625.0,3443,2972,1535756400.0,9806,19000,51.593835,0.145888
1125,1258.0,109,273.0,546,161,Norfolk Constabulary,149,460,51,512,55.0,264,49,1535756400.0,274,1983,52.745153,0.946326
1126,1116.0,82,314.0,639,119,North Wales Police,100,399,27,432,16.0,341,18,1535756400.0,188,2091,53.31958,-3.811975
1127,2168.0,140,314.0,533,133,North Yorkshire Police,73,438,27,145,17.0,353,29,1535756400.0,205,1326,54.113705,-2.513759
1128,1529.0,91,478.0,506,124,Northamptonshire Police,91,454,55,205,63.0,361,38,1535756400.0,658,1788,52.502162,-0.690547
1129,4513.0,94,474.0,1453,561,Police Service of Northern Ireland,268,987,82,85,58.0,543,29,1535756400.0,275,3108,54.59497,-5.922687
1130,3921.0,196,914.0,1971,307,Northumbria Police,279,1355,95,1956,54.0,1171,141,1535756400.0,790,4381,54.967838,-1.754552
1131,2543.0,175,599.0,964,292,Nottinghamshire Police,167,860,89,586,81.0,914,120,1535756400.0,781,2948,53.145769,-1.268696
1132,2529.0,238,613.0,1006,358,South Wales Police,169,878,56,970,60.0,892,78,1535756400.0,681,3321,51.637363,-3.648881
1133,3145.0,112,1168.0,1530,234,South Yorkshire Police,322,1134,139,1022,137.0,782,150,1535756400.0,1018,4105,53.59872,-1.461068
1134,3111.0,125,522.0,910,134,Staffordshire Police,151,818,67,319,65.0,595,29,1535756400.0,494,2706,52.769868,-1.943961
1135,754.0,106,335.0,577,106,Suffolk Constabulary,79,367,45,454,47.0,398,37,1535756400.0,328,1761,52.160886,0.71043
1136,1904.0,129,460.0,801,223,Surrey Police,130,780,56,644,48.0,343,51,1535756400.0,508,1755,51.407868,-0.370967
1137,2882.0,190,512.0,1090,307,Sussex Police,173,994,126,936,88.0,633,145,1535756400.0,675,3413,50.84423,-0.244128
1138,2207.0,580,987.0,1529,380,Thames Valley Police,229,1645,128,671,126.0,988,228,1535756400.0,1546,4472,51.998128,-0.985426
1139,1184.0,73,311.0,385,72,Warwickshire Police,45,400,39,182,40.0,248,50,1535756400.0,534,1137,52.639577,-1.636309
1140,3655.0,133,647.0,870,144,West Mercia Police,138,785,70,375,52.0,587,68,1535756400.0,443,2911,52.432283,-2.10837
1141,3322.0,278,2379.0,2004,365,West Midlands Police,315,2066,212,1265,702.0,1438,212,1535756400.0,3106,6884,52.594185,-1.838265
1142,4176.0,239,2086.0,2503,488,West Yorkshire Police,678,2159,211,2514,352.0,1521,347,1535756400.0,2159,9359,53.944327,-1.886875
